X,Y
2.617664113,0.500285557
0.457045198,0.441298515
0.402844325,0.39203656
1.257881405,0.951440303
0.861903745,0.759083263
2.302713095,0.743894799
2.441602832,0.644209902
1.483474227,0.996189847
1.954985199,0.927102754
0.329508347,0.323577865
2.596606342,0.518406385
2.848750267,0.288674766
2.757469405,0.37474642
0.061250649,0.061212357
0.482222968,0.463749794
1.455000458,0.993303146
1.63124485,0.998173544
2.915311136,0.224355394
0.83599353,0.741962981
2.620960112,0.49742897
0.527542955,0.503411861
1.814722129,0.970397319
0.057771538,0.057739408
0.138431959,0.137990244
1.596179083,0.999677875
2.235694449,0.786979646
1.443647572,0.991927481
1.447218238,0.992373941
1.034943693,0.859833609
0.53358562,0.508623783
2.580767235,0.531885357
1.323892941,0.96967389
2.397930845,0.676987515
2.893063143,0.245978917
1.874050111,0.954369875
0.178441725,0.177496258
1.082003235,0.882900218
1.744041261,0.985030593
0.671834468,0.622422837
2.551286355,0.556615513
1.209540086,0.935453544
1.988769189,0.91391365
2.960264901,0.180335717
1.90581988,0.944402566
1.625934629,0.998480269
1.883114109,0.951623953
1.093997009,0.888468385
1.309518723,0.966060742
0.232001709,0.229926062
2.915860469,0.223820031
0.534318064,0.509254273
1.097293008,0.889976215
1.368388928,0.979585462
1.529526658,0.999148528
0.060426649,0.060389882
0.1109653,0.110737716
0.471602527,0.454314465
1.027344584,0.85592891
1.424329356,0.989292875
1.609271523,0.999259921
2.720480972,0.408775265
2.508896146,0.591321466
0.918668172,0.794794067
1.440443129,0.991516045
1.891537217,0.949002098
1.179052095,0.924244517
0.824457533,0.73417958
0.57350383,0.542578608
0.142185736,0.14170713
0.87408063,0.766953865
2.20905179,0.803136366
1.579607532,0.999961182
0.94000061,0.80755846
1.147556993,0.91176328
2.041871395,0.891080889
1.158818323,0.916330579
1.857936338,0.959057775
2.761131626,0.37134857
1.097933897,0.890268282
1.305948057,0.965132229
0.452375866,0.437103646
0.923062838,0.797453414
0.617084262,0.578659637
0.207647938,0.206158936
0.945677053,0.810893327
0.119022187,0.118741369
0.1871395,0.186049103
0.467207862,0.450395141
1.92834254,0.936758411
1.877712333,0.953269839
1.821131016,0.968829564
1.747886593,0.984360456
0.802484207,0.719084639
2.316080203,0.734895413
2.696584979,0.430464808
0.43058565,0.417403067
1.18427076,0.926224414
1.808038575,0.971989805
2.525376141,0.577951711
2.379436628,0.690482607
1.983642079,0.915982767
0.619464705,0.580599413
2.023377178,0.899321523
2.406994842,0.670288745
2.380809961,0.689488558
0.853572192,0.753633193
0.448438978,0.433559387
2.536271249,0.569026403
1.417920469,0.988337227
0.551347392,0.523835439
1.675557726,0.994517542
1.649922178,0.996871183
2.424939726,0.656864635
0.289223914,0.28520846
0.777306436,0.701361979
1.622821741,0.998646983
0.997497482,0.840116235
2.119144261,0.853386872
2.580217902,0.532350461
1.530167547,0.999174765
2.747489853,0.383979922
0.193548387,0.19234223
2.162907804,0.829764084
1.025788141,0.855123047
1.542527543,0.999600465
2.920712912,0.219088076
2.767632069,0.365305148
2.48463393,0.610711435
0.455488754,0.43990129
1.991698965,0.912720508
1.091616565,0.887373393
0.001098666,0.001098666
0.141178625,0.140710111
0.125339518,0.125011596
0.429212317,0.416154697
1.84090701,0.963741368
0.859523301,0.75753146
0.87325663,0.766424842
2.631214331,0.48850739
2.435285501,0.649028818
2.864406262,0.273650524
0.328867458,0.322971388
0.35175634,0.344547136
1.516067995,0.998502779
0.375743889,0.366964622
1.08539079,0.884485811
1.551866207,0.999820831
1.482100894,0.996069138
1.855555895,0.959729224
1.284340953,0.959251447
2.725791192,0.403923231
2.591479232,0.52278392
2.803796503,0.331408595
0.100711081,0.10054092
2.822656941,0.313556123
2.074831385,0.875640913
0.795800653,0.714424061
2.50715659,0.59272341
1.32883694,0.970870359
1.761345256,0.981900417
2.978576006,0.162295594
1.660359508,0.995991899
0.482039857,0.463587557
0.312479019,0.307418549
1.743583483,0.985109402
2.755821406,0.376273816
0.084414197,0.08431398
1.657338176,0.996257591
0.79790643,0.715895916
0.691610462,0.637778418
1.884487442,0.951201079
0.721732231,0.660685983
1.349253822,0.975559668
2.387493515,0.684632319
2.995788446,0.145288151
2.047730949,0.888406281
0.625141148,0.585211733
0.10135197,0.101178541
1.321329386,0.969044165
2.393627735,0.680148303
2.445448164,0.641264049
1.588122196,0.999849911
